Date,Afghanistan,Angola,Albania,Andorra,Argentina,Armenia,Antigua_and_Barbuda,Algeria,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Benin,Bermuda,Bhutan,Bolivia,Bosnia_and_Herzegovina,Brazil,Brunei_Darussalam,Bulgaria,Burkina_Faso,Cambodia,Cameroon,Canada,CANADA,Cape_Verde,Cases_on_an_international_conveyance_Japan,Cayman_Islands,Central_African_Republic,Chad,Chile,China,Colombia,Congo,Costa_Rica,Cote_dIvoire,Croatia,Cuba,Cyprus,Czech_Republic,Democratic_Republic_of_the_Congo,Denmark,Djibouti,Dominica,Dominican_Republic,Ecuador,Egypt,El_Salvador,Equatorial_Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe_Islands,Fiji,Finland,France,French_Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guyana,Haiti,Holy_See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle_of_Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malaysia,Maldives,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands_Antilles,New_Caledonia,New_Zealand,Nicaragua,Niger,Nigeria,North_Macedonia,Norway,Oman,Pakistan,Palestine,Panama,Papua_New_Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint_Lucia,Saint_Vincent_and_the_Grenadines,San_Marino,Saudi_Arabia,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,Somalia,South_Africa,South_Korea,Spain,Sri_Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Thailand,Timor_Leste,Togo,Trinidad_and_Tobago,Tunisia,Turkey,Uganda,Ukraine,United_Arab_Emirates,United_Kingdom,United_Republic_of_Tanzania,United_States_of_America,Uruguay,Uzbekistan,Venezuela,Vietnam,Zambia,Zimbabwe
2020-02-22,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,389,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,40,114,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-21,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,387,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,39,114,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-20,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,2351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,387,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-19,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-18,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-17,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-16,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-15,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,74,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-14,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-13,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-12,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-11,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-10,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-09,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-08,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-07,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-06,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-05,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-04,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-03,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-02,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-02-01,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-31,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-30,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-29,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-28,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-27,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-26,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-25,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-24,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-23,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-22,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-21,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
2020-01-20,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,385,9,1,0,0,1030,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,114,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0
