Date,cases_daily,cases_3days,cases_weekly,cases_total,prevalence,incidence_daily,incidence_3days,incidence_weekly,deaths_daily,deaths_3days,deaths_weekly,deaths_total,mortality
2020-02-17,2066,2261.9999999999995,0.0,71247,1.613385190826396e-05,4.6784479406113017e-07,5.122289081153322e-07,0.0,106,130.33333333333334,0.0,1774,0.02489929400536163
2020-02-18,1995,0.0,0.0,73242,1.658561878345852e-05,4.51766875194557e-07,0.0,0.0,98,0.0,0.0,1872,0.025559105431309903
2020-02-19,1864,0.0,0.0,75106,1.700772076609644e-05,4.221019826379219e-07,0.0,0.0,139,0.0,0.0,2011,0.026775490639895615
2020-02-20,532,1463.6666666666667,0.0,75638,1.7128191932814988e-05,1.2047116671854852e-07,3.314466748503425e-07,0.0,116,117.66666666666667,0.0,2127,0.02812078584838309
2020-02-21,992,0.0,0.0,76630,1.735282989782401e-05,2.2463796500902281e-07,0.0,0.0,119,0.0,0.0,2246,0.029309669842098394
2020-02-22,1048,0.0,0.0,77678,1.759014903827709e-05,2.3731914045308056e-07,0.0,0.0,112,0.0,0.0,2358,0.030356085378099334
2020-02-23,945,994.9999999999999,1348.857142857143,78623,1.7804143873895566e-05,2.1399483561847436e-07,2.2531731369352588e-07,1.7988643837312596e-07,102,111.0,113.14285714285715,2460,0.03128855423985348
2020-02-24,470,0.0,0.0,79093,1.791057516780105e-05,1.064312939054846e-07,0.0,0.0,156,0.0,0.0,2616,0.033074987672739684
2020-02-25,675,0.0,0.0,79768,1.8063428621814246e-05,1.5285345401319596e-07,0.0,0.0,75,0.0,0.0,2691,0.03373533246414602
2020-02-26,756,633.6666666666666,0.0,80524,1.8234624490309025e-05,1.711958684947795e-07,1.4349353880448669e-07,0.0,59,96.66666666666667,0.0,2750,0.03415130892653122
2020-02-27,999,0.0,0.0,81523,1.8460847602248557e-05,2.2622311193953004e-07,0.0,0.0,36,0.0,0.0,2786,0.03417440476920624
2020-02-28,920,0.0,0.0,82443,1.8669181198829504e-05,2.0833359658094857e-07,0.0,0.0,52,0.0,0.0,2838,0.03442378370510535
2020-02-29,1523,1147.3333333333333,0.0,83966,1.9014063880995574e-05,3.4488268216607033e-07,2.5981313022884963e-07,0.0,60,49.333333333333336,0.0,2898,0.0345139699402139
2020-03-01,1404,0.0,963.8571428571429,85370,1.9331999065343023e-05,3.179351843474476e-07,0.0,1.2854202496330023e-07,48,0.0,69.42857142857143,2946,0.03450860958182031
2020-03-02,1326,0.0,0.0,86696,1.963227118389339e-05,3.002721185503672e-07,0.0,0.0,59,0.0,0.0,3005,0.03466134539079081
2020-03-03,1273,1334.3333333333335,0.0,87969,1.9920541475684202e-05,2.8827029179081253e-07,3.021591982295425e-07,0.0,50,52.333333333333336,0.0,3055,0.034728142868510496
2020-03-04,1514,0.0,0.0,89483,2.0263386111796763e-05,3.4284463611256104e-07,0.0,0.0,52,0.0,0.0,3107,0.03472167897812992
2020-03-05,1253,0.0,0.0,90736,2.0547127412357556e-05,2.837413005607919e-07,0.0,0.0,49,0.0,0.0,3156,0.03478222535707988
2020-03-06,1348,1371.6666666666667,0.0,92084,2.0852381421260945e-05,3.0525400890338985e-07,3.1061331519224763e-07,0.0,54,51.66666666666666,0.0,3210,0.03485947613048955
2020-03-07,1959,0.0,0.0,94043,2.1295996112241464e-05,4.4361469098051984e-07,0.0,0.0,47,0.0,0.0,3257,0.03463309337218081
2020-03-08,1622,0.0,1470.7142857142856,95665,2.1663297300996138e-05,3.673011887546724e-07,0.0,1.9613756439857356e-07,54,0.0,52.142857142857146,3311,0.03461035906548895
2020-03-09,1164,1581.6666666666667,0.0,96829,2.1926884590583336e-05,2.6358728958720014e-07,3.5816772310746416e-07,0.0,78,59.666666666666664,0.0,3389,0.03499984508773198
2020-03-10,901,0.0,0.0,97730,2.2130915645495765e-05,2.04031054912429e-07,0.0,0.0,66,0.0,0.0,3455,0.0353525017906477
2020-03-11,1335,0.0,0.0,99065,2.2433225810099643e-05,3.023101646038765e-07,0.0,0.0,86,0.0,0.0,3541,0.03574420834805431
2020-03-12,1630,1288.6666666666665,0.0,100695,2.2802338595346324e-05,3.6911278524668066e-07,2.91818001587662e-07,0.0,88,80.0,0.0,3629,0.03603952529917076
2020-03-13,1372,0.0,0.0,102067,2.3113027393725736e-05,3.106887983794146e-07,0.0,0.0,88,0.0,0.0,3717,0.03641725533228174
2020-03-14,1816,0.0,0.0,103883,2.352425979741161e-05,4.1123240368587243e-07,0.0,0.0,116,0.0,0.0,3833,0.036897278669272164
2020-03-15,1795,1661.0000000000002,1430.4285714285716,105678,2.393073676030596e-05,4.0647696289435076e-07,3.7613272165321264e-07,1.9076497642767532e-07,111,105.0,90.42857142857142,3944,0.037320918261132874
2020-03-16,1940,0.0,0.0,107618,2.4370048909617962e-05,4.3931214931200024e-07,0.0,0.0,135,0.0,0.0,4079,0.03790258135256184
2020-03-17,1818,0.0,0.0,109436,2.4781734212426837e-05,4.116853028088745e-07,0.0,0.0,150,0.0,0.0,4229,0.03864359077451661
2020-03-18,1913,1890.3333333333333,0.0,111349,2.521493222357831e-05,4.3319801115147244e-07,4.280651544241157e-07,0.0,162,149.0,0.0,4391,0.039434570584378846
2020-03-19,2098,0.0,0.0,113447,2.569002340360747e-05,4.750911800291632e-07,0.0,0.0,167,0.0,0.0,4558,0.04017735153860393
2020-03-20,2375,0.0,0.0,115822,2.622784111217242e-05,5.378177085649488e-07,0.0,0.0,187,0.0,0.0,4745,0.04096803716047038
2020-03-21,2533,2335.333333333333,0.0,118355,2.6801437851454532e-05,5.735967392821117e-07,5.288352092920745e-07,0.0,176,176.66666666666669,0.0,4921,0.04157830256431921
2020-03-22,2961,0.0,2234.0,121316,2.7471955003059084e-05,6.70517151604553e-07,0.0,2.97930959889742e-07,174,0.0,164.4285714285714,5095,0.04199775792146131
